,latitude_tVar,median_house_value_tVar,values
2343,309,556,1.0
2344,309,679,0.5
2345,309,894,1.0
2346,309,937,0.5
2347,310,41,0.008
2348,310,1003,0.3333333333333333
2349,310,1350,0.2
2350,310,1402,1.0
2351,310,1638,1.0
2352,311,140,0.5
2353,311,564,1.0
2354,312,567,0.5
2355,313,573,1.0
2356,314,577,0.5
2357,314,1278,1.0
2358,314,1621,1.0
2359,314,1690,1.0
2360,315,145,0.3333333333333333
2361,316,584,1.0
2362,316,1667,1.0
2363,317,585,1.0
2364,318,90,0.14285714285714285
2365,319,146,0.3333333333333333
2366,319,407,0.25
2367,319,828,0.25
2368,320,558,0.25
2369,320,781,0.5
2370,320,835,0.14285714285714285
2371,321,41,0.008
2372,321,316,0.25
2373,321,1120,0.25
2374,321,1197,0.3333333333333333
2375,321,1493,1.0
2376,321,1689,1.0
2377,322,600,1.0
2378,323,426,0.5
2379,324,607,1.0
2380,324,783,1.0
2381,324,1167,1.0
2382,324,1571,1.0
2383,325,608,0.3333333333333333
2384,326,41,0.008
2385,326,609,1.0
2386,326,866,0.3333333333333333
2387,326,902,0.25
2388,326,1398,1.0
2389,327,611,1.0
2390,328,612,1.0
2391,329,616,1.0
2392,329,920,0.3333333333333333
2393,330,618,1.0
2394,331,622,1.0
2395,332,627,0.5
2396,333,501,0.2
2397,333,628,0.5
2398,333,634,1.0
2399,333,1069,1.0
2400,333,1466,0.5
2401,334,87,0.5
2402,334,115,0.2
2403,334,520,0.5
2404,334,633,0.5
2405,334,921,0.3333333333333333
2406,334,1225,1.0
2407,334,1272,0.5
2408,334,1448,1.0
2409,334,1725,1.0
2410,334,1762,1.0
2411,335,153,0.3333333333333333
2412,335,635,0.5
2413,335,834,0.5
2414,335,912,1.0
2415,335,966,0.5
2416,335,1054,1.0
2417,336,638,0.5
2418,336,904,0.5
2419,337,641,0.5
2420,337,1144,0.5
2421,337,1262,1.0
2422,337,1666,1.0
2423,337,1683,1.0
2424,337,1753,1.0
2425,338,595,0.3333333333333333
2426,338,647,1.0
2427,338,1087,1.0
2428,339,436,0.5
2429,339,511,0.2
2430,340,41,0.008
2431,340,179,0.25
2432,340,651,0.5
2433,340,1320,1.0
2434,341,447,0.3333333333333333
2435,341,652,1.0
2436,341,1429,1.0
2437,341,1665,0.3333333333333333
2438,342,653,1.0
2439,342,683,0.5
2440,342,1505,1.0
2441,343,655,0.5
2442,343,838,0.5
2443,343,1091,1.0
2444,344,100,0.3333333333333333
2445,344,662,1.0
2446,344,1566,1.0
2447,344,1716,0.5
2448,344,1726,1.0
2449,345,665,0.5
2450,345,1194,0.5
2451,346,16,0.043478260869565216
2452,346,668,1.0
2453,346,1200,1.0
2454,346,1343,1.0
2455,346,1467,0.5
2456,346,1768,1.0
2457,347,84,0.5
2458,348,284,0.3333333333333333
2459,348,476,0.25
2460,348,1576,1.0
2461,349,672,1.0
2462,349,1275,0.3333333333333333
2463,350,25,0.14285714285714285
2464,350,674,0.5
2465,350,1701,1.0
2466,351,16,0.043478260869565216
2467,351,680,1.0
2468,351,1330,1.0
2469,352,158,0.5
2470,352,400,0.3333333333333333
2471,352,681,1.0
2472,352,1270,0.5
2473,353,684,1.0
2474,354,41,0.008
2475,354,68,0.3333333333333333
2476,355,515,0.3333333333333333
2477,355,691,1.0
2478,355,715,1.0
2479,355,1554,1.0
2480,356,621,0.25
2481,356,1095,1.0
2482,356,1203,1.0
2483,357,212,0.07692307692307693
2484,358,706,1.0
2485,358,1550,0.5
2486,359,170,0.3333333333333333
2487,359,561,0.5
2488,359,708,0.25
2489,359,1241,1.0
2490,359,1572,1.0
2491,360,197,0.2
2492,360,1061,0.5
2493,361,41,0.008
2494,361,134,0.1111111111111111
2495,361,671,0.3333333333333333
2496,362,296,0.5
2497,362,712,1.0
2498,362,725,0.2
2499,362,784,1.0
2500,362,1595,0.5
2501,363,249,0.125
2502,364,433,0.3333333333333333
2503,365,714,0.5
2504,366,721,1.0
2505,367,249,0.125
2506,367,297,0.5
2507,367,935,0.25
2508,367,1541,1.0
2509,368,728,1.0
2510,368,1059,1.0
2511,369,121,0.2
2512,369,1471,0.3333333333333333
2513,369,1705,0.5
2514,370,147,0.3333333333333333
2515,370,732,0.5
2516,370,1109,0.5
2517,371,741,1.0
2518,371,772,0.5
2519,371,1088,1.0
2520,371,1281,1.0
2521,371,1314,1.0
2522,371,1557,0.5
2523,372,753,1.0
2524,373,754,1.0
2525,374,16,0.043478260869565216
2526,374,549,0.3333333333333333
2527,375,756,1.0
2528,376,316,0.25
2529,376,595,0.3333333333333333
2530,376,761,0.5
2531,376,856,0.5
2532,376,889,0.5
2533,376,1367,1.0
2534,377,41,0.008
2535,377,1107,0.5
2536,378,770,0.5
2537,378,925,0.3333333333333333
2538,378,1248,1.0
2539,379,775,1.0
2540,379,1739,1.0
2541,380,779,1.0
2542,381,780,1.0
2543,381,1744,1.0
2544,382,782,1.0
2545,383,786,0.5
2546,383,821,0.25
2547,383,1022,0.5
2548,383,1700,1.0
2549,384,187,0.3333333333333333
2550,384,253,0.5
2551,384,407,0.25
2552,384,787,1.0
2553,384,811,1.0
2554,384,1039,0.5
2555,384,1048,1.0
2556,384,1257,0.5
2557,385,251,0.5
2558,386,12,0.5
2559,386,1418,1.0
2560,386,1466,0.5
2561,386,1688,1.0
2562,387,161,0.25
2563,387,212,0.07692307692307693
2564,387,837,0.3333333333333333
2565,387,1432,1.0
2566,388,792,1.0
2567,388,1616,0.5
2568,389,16,0.043478260869565216
2569,389,794,1.0
2570,389,795,1.0
2571,389,1214,1.0
2572,389,1294,0.5
2573,390,549,0.3333333333333333
2574,390,796,0.3333333333333333
2575,391,800,1.0
2576,392,805,0.5
2577,392,1107,0.5
2578,392,1644,0.5
2579,392,1751,1.0
2580,393,807,0.3333333333333333
2581,394,371,0.5
2582,394,810,1.0
2583,394,915,0.09090909090909091
2584,394,1331,1.0
2585,394,1529,0.5
2586,395,714,0.5
2587,395,1153,1.0
2588,395,1527,1.0
2589,396,324,0.25
2590,397,820,1.0
2591,398,827,1.0
2592,398,968,1.0
2593,398,1066,0.2
2594,399,79,0.3333333333333333
2595,399,340,0.047619047619047616
2596,399,892,1.0
2597,400,340,0.047619047619047616
2598,400,929,1.0
2599,400,1257,0.5
2600,400,1293,0.5
2601,400,1336,1.0
2602,400,1718,1.0
2603,401,535,0.09090909090909091
2604,402,844,1.0
2605,402,1259,0.5
2606,402,1588,1.0
2607,402,1695,1.0
2608,402,1764,1.0
2609,403,509,0.3333333333333333
2610,404,848,1.0
2611,404,1365,1.0
2612,405,375,0.5
2613,405,1424,1.0
2614,406,47,0.3333333333333333
2615,406,487,0.3333333333333333
2616,406,1546,1.0
2617,407,28,0.3333333333333333
2618,407,41,0.008
2619,407,1599,1.0
2620,407,1711,1.0
2621,408,869,1.0
2622,408,1187,0.5
2623,408,1234,0.5
2624,409,594,0.07692307692307693
2625,409,809,0.25
2626,409,1075,0.5
2627,410,139,0.08333333333333333
2628,410,877,1.0
2629,410,1489,1.0
2630,411,880,0.5
2631,411,1707,1.0
2632,412,881,0.5
2633,412,1217,1.0
2634,413,882,1.0
2635,414,886,0.25
2636,415,195,0.2
2637,415,888,1.0
2638,415,891,1.0
2639,416,463,0.5
2640,416,890,1.0
2641,416,939,1.0
2642,417,900,1.0
2643,417,1534,0.5
2644,418,139,0.08333333333333333
2645,418,907,0.5
2646,418,958,1.0
2647,418,1037,0.5
2648,418,1423,1.0
2649,418,1643,1.0
2650,419,909,0.5
2651,420,199,0.16666666666666666
2652,420,1626,1.0
2653,420,1749,1.0
2654,421,161,0.25
2655,421,535,0.09090909090909091
2656,421,856,0.5
2657,421,920,0.3333333333333333
2658,421,952,1.0
2659,421,1628,1.0
2660,422,921,0.3333333333333333
2661,423,41,0.008
2662,423,1303,0.5
2663,424,255,0.5
2664,424,1755,1.0
2665,425,640,0.25
2666,425,946,1.0
2667,425,983,1.0
2668,425,1083,1.0
2669,426,51,0.2
2670,426,594,0.07692307692307693
2671,426,708,0.25
2672,426,1255,1.0
2673,426,1499,1.0
2674,426,1699,1.0
2675,427,499,0.5
2676,427,955,1.0
2677,427,1567,1.0
2678,428,957,1.0
2679,428,1313,0.5
2680,428,1349,1.0
2681,429,961,0.5
2682,430,965,0.5
2683,430,998,0.2
2684,431,193,0.058823529411764705
2685,431,986,0.5
2686,431,1719,1.0
2687,432,993,1.0
2688,433,25,0.14285714285714285
2689,433,552,0.5
2690,433,1011,1.0
2691,433,1210,0.5
2692,433,1677,1.0
2693,433,1780,1.0
2694,434,1012,0.5
2695,434,1196,1.0
2696,434,1285,1.0
2697,434,1394,1.0
2698,435,85,0.25
2699,435,96,0.2
2700,435,1406,1.0
2701,436,804,0.3333333333333333
2702,436,1030,1.0
2703,437,1031,0.5
2704,438,25,0.14285714285714285
2705,438,511,0.2
2706,438,1033,1.0
2707,438,1213,1.0
2708,439,548,0.5
2709,439,1036,1.0
2710,440,1037,0.5
2711,441,174,0.2
2712,442,551,0.2
2713,443,1046,0.5
2714,443,1165,1.0
2715,444,290,0.3333333333333333
2716,444,528,0.25
2717,444,1307,0.3333333333333333
2718,445,523,0.2
2719,445,1058,1.0
2720,445,1399,0.5
2721,446,915,0.09090909090909091
2722,446,1072,1.0
2723,447,1080,1.0
2724,447,1284,1.0
2725,448,1086,1.0
2726,449,884,0.3333333333333333
2727,450,139,0.08333333333333333
2728,450,144,0.3333333333333333
2729,451,16,0.043478260869565216
2730,451,866,0.3333333333333333
2731,452,197,0.2
2732,453,1015,0.3333333333333333
2733,454,687,0.5
2734,455,1121,1.0
2735,456,476,0.25
2736,456,1122,0.5
2737,457,570,0.16666666666666666
2738,458,468,0.3333333333333333
2739,458,497,0.2
2740,459,1133,1.0
2741,460,1135,1.0
2742,461,50,0.3333333333333333
2743,461,1138,0.5
2744,462,41,0.008
2745,462,300,0.5
2746,462,480,0.5
2747,462,1142,1.0
2748,462,1329,1.0
2749,462,1510,0.5
2750,462,1612,0.5
2751,463,1067,0.5
2752,464,98,0.5
2753,465,1146,1.0
2754,466,1155,0.5
2755,467,1158,0.5
2756,468,350,0.5
2757,468,1164,1.0
2758,469,1172,1.0
2759,469,1595,0.5
2760,470,48,0.16666666666666666
2761,470,1175,0.5
2762,471,1178,1.0
2763,472,926,0.5
2764,473,1184,0.5
2765,474,1185,0.3333333333333333
2766,474,1266,1.0
2767,474,1604,1.0
2768,475,468,0.3333333333333333
2769,475,937,0.5
2770,475,1096,0.5
2771,476,193,0.058823529411764705
2772,476,1192,0.5
2773,477,1104,0.3333333333333333
2774,478,284,0.3333333333333333
2775,478,1237,1.0
2776,478,1289,0.5
2777,478,1453,1.0
2778,479,1198,1.0
2779,480,1211,0.3333333333333333
2780,481,250,0.3333333333333333
2781,481,1235,1.0
2782,482,1219,1.0
2783,483,1222,0.3333333333333333
2784,483,1463,1.0
2785,484,941,0.5
2786,485,134,0.1111111111111111
2787,485,331,0.3333333333333333
2788,486,1224,1.0
2789,487,122,0.3333333333333333
2790,488,150,0.2
2791,488,317,0.3333333333333333
2792,488,341,0.5
2793,488,828,0.25
2794,488,1238,1.0
2795,489,835,0.14285714285714285
2796,489,1240,1.0
2797,490,1246,0.5
2798,490,1301,1.0
2799,490,1704,1.0
2800,491,310,0.5
2801,492,742,0.25
2802,493,201,0.5
2803,494,1254,1.0
2804,495,280,0.5
2805,495,1662,1.0
2806,495,1681,1.0
2807,496,151,0.3333333333333333
2808,496,1265,1.0
2809,496,1470,1.0
2810,496,1569,1.0
2811,496,1684,1.0
2812,497,1275,0.3333333333333333
2813,498,1062,0.16666666666666666
2814,498,1279,1.0
2815,498,1582,1.0
2816,499,90,0.14285714285714285
2817,499,635,0.5
2818,500,1300,1.0
2819,500,1579,0.5
2820,501,604,0.5
2821,502,551,0.2
2822,503,1316,0.3333333333333333
2823,504,1052,0.5
2824,504,1318,1.0
2825,505,1321,1.0
2826,506,252,0.3333333333333333
2827,507,109,0.3333333333333333
2828,507,1351,0.5
2829,507,1486,1.0
2830,508,1359,1.0
2831,509,1307,0.3333333333333333
2832,510,41,0.008
2833,510,1508,1.0
2834,510,1731,1.0
2835,511,193,0.058823529411764705
2836,511,222,0.25
2837,512,1371,1.0
2838,513,1373,1.0
2839,514,1377,1.0
2840,515,1195,0.5
2841,516,570,0.16666666666666666
2842,517,1129,0.3333333333333333
2843,517,1390,1.0
2844,518,171,0.5
2845,519,535,0.09090909090909091
2846,519,826,0.3333333333333333
2847,520,141,0.5
2848,520,594,0.07692307692307693
2849,521,1403,1.0
2850,522,1413,1.0
2851,523,523,0.2
2852,524,742,0.25
2853,525,82,0.5
2854,525,1307,0.3333333333333333
2855,525,1441,0.5
2856,526,837,0.3333333333333333
2857,527,1430,1.0
2858,528,1222,0.3333333333333333
2859,529,834,0.5
2860,530,466,0.5
2861,531,665,0.5
2862,532,1444,1.0
2863,533,1446,0.3333333333333333
2864,534,40,0.09090909090909091
2865,534,805,0.5
2866,535,1211,0.3333333333333333
2867,536,702,0.5
2868,537,1460,1.0
2869,538,1474,0.5
2870,539,1480,1.0
2871,540,1497,1.0
2872,540,1613,1.0
2873,541,93,0.125
2874,541,1436,0.5
2875,542,1259,0.5
2876,543,423,0.16666666666666666
2877,544,1062,0.16666666666666666
2878,545,582,0.25
2879,546,1536,1.0
2880,547,1065,0.3333333333333333
2881,548,133,0.5
2882,548,362,0.25
2883,548,826,0.3333333333333333
2884,549,249,0.125
2885,549,1673,1.0
2886,550,1539,1.0
2887,551,1441,0.5
2888,552,535,0.09090909090909091
2889,553,71,0.25
2890,553,1258,0.5
2891,554,1563,1.0
2892,555,277,0.5
2893,556,1575,1.0
2894,557,1511,0.5
2895,558,1590,1.0
2896,558,1618,1.0
2897,559,177,0.5
2898,560,1605,0.5
2899,561,1471,0.3333333333333333
2900,562,683,0.5
2901,563,343,0.5
2902,563,897,0.5
2903,563,1637,1.0
2904,563,1687,1.0
2905,563,1743,1.0
2906,564,1634,1.0
2907,565,704,0.3333333333333333
2908,566,1066,0.2
2909,567,126,0.3333333333333333
2910,567,1665,0.3333333333333333
2911,568,932,0.5
2912,568,1664,0.5
2913,568,1670,1.0
2914,569,178,0.5
2915,570,1694,1.0
2916,571,1644,0.5
2917,572,1031,0.5
2918,573,398,0.3333333333333333
2919,574,1705,0.5
2920,575,1720,1.0
2921,576,1733,1.0
2922,577,80,0.2
2923,578,1270,0.5
2924,579,364,0.25
2925,580,39,0.3333333333333333
2926,580,232,0.25
2927,581,1754,1.0
2928,582,1758,1.0
2929,583,1759,1.0
2930,584,212,0.07692307692307693
2931,585,1155,0.5
2932,586,1050,0.5
