,total_rooms_tVar,median_house_value_tVar,values
2295,1574,1312,1.0
2296,1574,1442,1.0
2297,1574,1703,1.0
2298,1575,551,0.2
2299,1576,48,0.16666666666666666
2300,1577,837,0.3333333333333333
2301,1578,1315,1.0
2302,1579,1316,0.3333333333333333
2303,1580,1317,1.0
2304,1581,1318,1.0
2305,1582,1319,1.0
2306,1583,915,0.09090909090909091
2307,1584,739,0.5
2308,1585,1320,1.0
2309,1586,511,0.2
2310,1587,511,0.2
2311,1588,1321,1.0
2312,1588,1340,0.5
2313,1589,174,0.2
2314,1589,1323,1.0
2315,1590,1324,1.0
2316,1591,1325,1.0
2317,1592,1209,0.5
2318,1593,1326,0.5
2319,1594,1327,1.0
2320,1595,798,0.3333333333333333
2321,1596,202,0.25
2322,1597,1329,1.0
2323,1598,535,0.09090909090909091
2324,1598,845,0.5
2325,1599,51,0.2
2326,1599,1331,1.0
2327,1600,1332,1.0
2328,1601,1333,1.0
2329,1602,935,0.25
2330,1602,1334,1.0
2331,1602,1621,1.0
2332,1603,804,0.3333333333333333
2333,1604,1335,1.0
2334,1605,222,0.25
2335,1605,1336,1.0
2336,1606,41,0.008
2337,1607,1337,1.0
2338,1608,1339,1.0
2339,1609,588,0.25
2340,1609,1340,0.5
2341,1610,32,0.5
2342,1611,1342,1.0
2343,1612,16,0.043478260869565216
2344,1613,1257,0.5
2345,1614,1223,0.3333333333333333
2346,1615,60,0.5
2347,1616,1343,1.0
2348,1617,239,0.3333333333333333
2349,1618,447,0.3333333333333333
2350,1619,1345,0.5
2351,1620,1003,0.3333333333333333
2352,1621,1346,1.0
2353,1622,1347,1.0
2354,1623,41,0.008
2355,1623,1623,1.0
2356,1624,1349,1.0
2357,1625,1350,0.2
2358,1626,1351,0.5
2359,1627,27,0.07142857142857142
2360,1628,1352,1.0
2361,1629,41,0.008
2362,1629,992,0.5
2363,1630,41,0.008
2364,1631,1356,1.0
2365,1632,41,0.008
2366,1633,1357,1.0
2367,1633,1488,1.0
2368,1634,1358,1.0
2369,1635,1359,1.0
2370,1636,1360,1.0
2371,1637,1361,1.0
2372,1638,134,0.1111111111111111
2373,1639,1363,1.0
2374,1640,41,0.008
2375,1641,1367,1.0
2376,1642,1368,1.0
2377,1643,1369,1.0
2378,1644,1077,0.3333333333333333
2379,1645,384,0.5
2380,1646,41,0.008
2381,1647,1372,1.0
2382,1648,570,0.16666666666666666
2383,1648,1373,1.0
2384,1649,1374,1.0
2385,1650,1375,1.0
2386,1651,1322,0.5
2387,1651,1468,1.0
2388,1652,1316,0.3333333333333333
2389,1653,1377,1.0
2390,1654,1195,0.5
2391,1655,1105,0.5
2392,1656,1378,1.0
2393,1657,1379,1.0
2394,1658,309,0.3333333333333333
2395,1659,1275,0.3333333333333333
2396,1660,286,0.3333333333333333
2397,1660,1099,0.3333333333333333
2398,1661,1382,1.0
2399,1662,1383,1.0
2400,1663,41,0.008
2401,1664,558,0.25
2402,1665,1384,1.0
2403,1666,16,0.043478260869565216
2404,1667,446,0.25
2405,1668,570,0.16666666666666666
2406,1669,1385,0.5
2407,1670,41,0.008
2408,1671,82,0.5
2409,1671,1386,1.0
2410,1672,1070,0.5
2411,1673,41,0.008
2412,1674,594,0.07692307692307693
2413,1675,1387,1.0
2414,1676,81,0.5
2415,1677,1388,1.0
2416,1678,1389,1.0
2417,1679,932,0.5
2418,1679,1390,1.0
2419,1680,171,0.5
2420,1681,1391,1.0
2421,1682,341,0.5
2422,1683,41,0.008
2423,1684,1392,1.0
2424,1685,1395,1.0
2425,1686,145,0.3333333333333333
2426,1687,222,0.25
2427,1688,1397,0.5
2428,1689,1398,1.0
2429,1690,109,0.3333333333333333
2430,1691,898,0.5
2431,1692,1399,0.5
2432,1693,535,0.09090909090909091
2433,1694,915,0.09090909090909091
2434,1695,197,0.2
2435,1696,884,0.3333333333333333
2436,1697,1405,1.0
2437,1698,1406,1.0
2438,1699,915,0.09090909090909091
2439,1700,915,0.09090909090909091
2440,1701,1407,1.0
2441,1702,143,0.2
2442,1702,1250,0.5
2443,1703,140,0.5
2444,1703,320,0.5
2445,1704,1408,1.0
2446,1705,1409,1.0
2447,1706,40,0.09090909090909091
2448,1707,324,0.25
2449,1708,1412,1.0
2450,1709,150,0.2
2451,1710,1413,1.0
2452,1711,1414,1.0
2453,1712,688,0.5
2454,1713,1415,1.0
2455,1713,1698,1.0
2456,1713,1735,1.0
2457,1714,507,0.5
2458,1715,523,0.2
2459,1716,1417,0.5
2460,1717,41,0.008
2461,1718,1418,1.0
2462,1719,1419,1.0
2463,1720,304,0.125
2464,1721,915,0.09090909090909091
2465,1722,193,0.058823529411764705
2466,1722,915,0.09090909090909091
2467,1723,749,0.5
2468,1724,1421,1.0
2469,1725,726,0.5
2470,1726,1423,1.0
2471,1727,1424,1.0
2472,1728,1425,1.0
2473,1729,1427,1.0
2474,1730,1034,0.3333333333333333
2475,1731,159,0.5
2476,1732,1428,1.0
2477,1733,535,0.09090909090909091
2478,1734,642,0.5
2479,1735,1430,1.0
2480,1736,1432,1.0
2481,1737,1433,1.0
2482,1738,1435,1.0
2483,1739,466,0.5
2484,1740,1436,0.5
2485,1741,1437,1.0
2486,1742,1218,0.5
2487,1742,1635,1.0
2488,1743,1438,1.0
2489,1744,1439,0.5
2490,1745,1316,0.3333333333333333
2491,1745,1440,1.0
2492,1746,1441,0.5
2493,1747,665,0.5
2494,1748,67,0.3333333333333333
2495,1748,1444,1.0
2496,1749,180,0.3333333333333333
2497,1749,1066,0.2
2498,1750,1445,1.0
2499,1751,16,0.043478260869565216
2500,1752,303,0.5
2501,1753,446,0.25
2502,1754,25,0.14285714285714285
2503,1755,807,0.3333333333333333
2504,1756,591,0.3333333333333333
2505,1757,528,0.25
2506,1758,1448,1.0
2507,1759,195,0.2
2508,1760,41,0.008
2509,1761,41,0.008
2510,1762,8,0.5
2511,1762,96,0.2
2512,1763,594,0.07692307692307693
2513,1763,1701,1.0
2514,1764,690,0.5
2515,1765,364,0.25
2516,1766,1450,1.0
2517,1767,835,0.14285714285714285
2518,1768,15,0.2
2519,1769,530,0.3333333333333333
2520,1770,1211,0.3333333333333333
2521,1771,1452,1.0
2522,1772,1212,0.3333333333333333
2523,1773,139,0.08333333333333333
2524,1774,1454,1.0
2525,1775,16,0.043478260869565216
2526,1776,41,0.008
2527,1777,7,0.3333333333333333
2528,1778,404,0.5
2529,1779,1455,1.0
2530,1779,1499,1.0
2531,1780,1456,1.0
2532,1781,1457,1.0
2533,1782,50,0.3333333333333333
2534,1783,1459,1.0
2535,1783,1674,1.0
2536,1784,1460,1.0
2537,1785,1461,1.0
2538,1786,1462,1.0
2539,1787,1465,1.0
2540,1788,200,0.5
2541,1788,1062,0.16666666666666666
2542,1789,1467,0.5
2543,1790,1469,1.0
2544,1791,1471,0.3333333333333333
2545,1792,799,0.3333333333333333
2546,1792,1780,1.0
2547,1793,40,0.09090909090909091
2548,1794,52,0.07692307692307693
2549,1795,570,0.16666666666666666
2550,1796,1473,0.5
2551,1797,1474,0.5
2552,1797,1626,1.0
2553,1797,1727,1.0
2554,1798,1475,1.0
2555,1799,1477,1.0
2556,1800,1483,1.0
2557,1801,1484,1.0
2558,1802,33,0.5
2559,1803,1487,1.0
2560,1804,1489,1.0
2561,1805,137,0.2
2562,1805,1161,0.5
2563,1806,101,0.25
2564,1806,1022,0.5
2565,1807,9,0.125
2566,1808,282,0.5
2567,1809,552,0.5
2568,1810,1493,1.0
2569,1811,1494,1.0
2570,1812,1496,0.3333333333333333
2571,1813,763,0.5
2572,1814,1497,1.0
2573,1815,93,0.125
2574,1816,1259,0.5
2575,1816,1625,1.0
2576,1817,112,0.5
2577,1818,423,0.16666666666666666
2578,1819,312,0.5
2579,1820,1500,1.0
2580,1821,1502,1.0
2581,1822,446,0.25
2582,1822,1503,1.0
2583,1823,193,0.058823529411764705
2584,1824,1507,1.0
2585,1825,1508,1.0
2586,1825,1776,1.0
2587,1826,199,0.16666666666666666
2588,1827,262,0.3333333333333333
2589,1828,1509,1.0
2590,1829,1510,0.5
2591,1830,803,0.5
2592,1831,137,0.2
2593,1831,1185,0.3333333333333333
2594,1832,1512,1.0
2595,1833,776,0.3333333333333333
2596,1834,276,0.2
2597,1834,347,0.5
2598,1835,1513,1.0
2599,1836,487,0.3333333333333333
2600,1836,1694,1.0
2601,1837,41,0.008
2602,1838,1514,1.0
2603,1839,41,0.008
2604,1840,139,0.08333333333333333
2605,1841,193,0.058823529411764705
2606,1842,490,0.3333333333333333
2607,1843,1520,1.0
2608,1844,582,0.25
2609,1845,164,0.5
2610,1846,1525,1.0
2611,1847,796,0.3333333333333333
2612,1848,1526,1.0
2613,1849,1527,1.0
2614,1850,232,0.25
2615,1851,1528,1.0
2616,1852,776,0.3333333333333333
2617,1853,778,0.3333333333333333
2618,1854,41,0.008
2619,1855,1530,1.0
2620,1855,1645,1.0
2621,1856,41,0.008
2622,1856,147,0.3333333333333333
2623,1857,193,0.058823529411764705
2624,1858,1532,0.5
2625,1859,85,0.25
2626,1860,1536,1.0
2627,1861,212,0.07692307692307693
2628,1862,866,0.3333333333333333
2629,1863,1538,1.0
2630,1864,249,0.125
2631,1865,444,0.5
2632,1866,1540,1.0
2633,1867,137,0.2
2634,1868,1543,1.0
2635,1869,1441,0.5
2636,1870,535,0.09090909090909091
2637,1871,1544,1.0
2638,1872,1545,1.0
2639,1873,1024,0.5
2640,1874,52,0.07692307692307693
2641,1874,1501,0.5
2642,1875,1546,1.0
2643,1876,1547,1.0
2644,1877,424,0.3333333333333333
2645,1877,1649,1.0
2646,1878,1548,1.0
2647,1879,1353,0.5
2648,1880,1439,0.5
2649,1881,1550,0.5
2650,1882,68,0.3333333333333333
2651,1883,1291,0.3333333333333333
2652,1884,1551,1.0
2653,1885,1552,1.0
2654,1886,22,0.3333333333333333
2655,1887,1553,1.0
2656,1888,1554,1.0
2657,1889,1555,1.0
2658,1890,41,0.008
2659,1890,487,0.3333333333333333
2660,1891,902,0.25
2661,1892,1556,1.0
2662,1893,41,0.008
2663,1894,170,0.3333333333333333
2664,1895,199,0.16666666666666666
2665,1896,1558,1.0
2666,1896,1574,1.0
2667,1897,554,0.3333333333333333
2668,1898,25,0.14285714285714285
2669,1899,981,0.5
2670,1900,1559,1.0
2671,1901,1561,1.0
2672,1902,1562,1.0
2673,1903,41,0.008
2674,1904,71,0.25
2675,1905,1096,0.5
2676,1906,1397,0.5
2677,1906,1618,1.0
2678,1907,203,0.5
2679,1908,1564,0.5
2680,1909,35,0.3333333333333333
2681,1910,1566,1.0
2682,1911,588,0.25
2683,1912,902,0.25
2684,1913,979,0.5
2685,1914,1568,1.0
2686,1915,826,0.3333333333333333
2687,1916,1569,1.0
2688,1917,15,0.2
2689,1918,1571,1.0
2690,1919,1572,1.0
2691,1920,1575,1.0
2692,1921,1576,1.0
2693,1922,1577,1.0
2694,1923,1578,1.0
2695,1924,1579,0.5
2696,1925,594,0.07692307692307693
2697,1926,151,0.3333333333333333
2698,1927,1109,0.5
2699,1928,531,0.5
2700,1929,1582,1.0
2701,1930,1511,0.5
2702,1931,256,0.5
2703,1932,515,0.3333333333333333
2704,1933,1583,1.0
2705,1934,770,0.5
2706,1935,1587,1.0
2707,1936,41,0.008
2708,1937,915,0.09090909090909091
2709,1938,594,0.07692307692307693
2710,1939,1590,1.0
2711,1940,1591,1.0
2712,1941,1592,1.0
2713,1942,1417,0.5
2714,1943,1593,1.0
2715,1944,143,0.2
2716,1945,16,0.043478260869565216
2717,1946,1595,0.5
2718,1947,41,0.008
2719,1948,43,0.5
2720,1949,1522,0.5
2721,1950,424,0.3333333333333333
2722,1951,1597,1.0
2723,1952,1598,1.0
2724,1953,27,0.07142857142857142
2725,1954,1600,1.0
2726,1955,748,0.5
2727,1956,205,0.25
2728,1957,29,0.5
2729,1958,41,0.008
2730,1958,1761,1.0
2731,1959,1557,0.5
2732,1960,1210,0.5
2733,1961,804,0.3333333333333333
2734,1962,202,0.25
2735,1963,1602,1.0
2736,1964,1603,1.0
2737,1965,1604,1.0
2738,1966,821,0.25
2739,1966,1605,0.5
2740,1967,1606,1.0
2741,1968,1607,1.0
2742,1969,1608,1.0
2743,1970,1609,0.5
2744,1971,1269,0.5
2745,1972,1610,0.5
2746,1973,1471,0.3333333333333333
2747,1974,52,0.07692307692307693
2748,1974,1669,1.0
2749,1975,90,0.14285714285714285
2750,1975,1702,1.0
2751,1976,158,0.5
2752,1977,1611,1.0
2753,1978,1609,0.5
2754,1979,41,0.008
2755,1980,1197,0.3333333333333333
2756,1981,1614,1.0
2757,1982,1615,1.0
2758,1983,1061,0.5
2759,1984,1616,0.5
2760,1985,1579,0.5
2761,1986,835,0.14285714285714285
2762,1987,1350,0.2
2763,1987,1673,1.0
2764,1988,1467,0.5
2765,1989,1619,1.0
2766,1990,1620,1.0
2767,1991,1624,1.0
2768,1992,1211,0.3333333333333333
2769,1993,1294,0.5
2770,1994,167,0.3333333333333333
2771,1994,1627,1.0
2772,1995,683,0.5
2773,1996,1628,1.0
2774,1997,1631,1.0
2775,1998,897,0.5
2776,1999,1632,1.0
2777,2000,253,0.5
2778,2001,925,0.3333333333333333
2779,2002,1436,0.5
2780,2003,1634,1.0
2781,2004,1073,0.5
2782,2005,1637,1.0
2783,2006,389,0.3333333333333333
2784,2007,1638,1.0
2785,2008,860,0.5
2786,2009,835,0.14285714285714285
2787,2010,40,0.09090909090909091
2788,2011,101,0.25
2789,2012,322,0.3333333333333333
2790,2013,1223,0.3333333333333333
2791,2014,1642,1.0
2792,2015,1046,0.5
2793,2016,317,0.3333333333333333
2794,2017,41,0.008
2795,2018,499,0.5
2796,2019,974,0.3333333333333333
2797,2020,1644,0.5
2798,2021,497,0.2
2799,2022,1646,1.0
2800,2023,1647,1.0
2801,2024,41,0.008
2802,2025,1260,0.25
2803,2026,513,0.25
2804,2027,1066,0.2
2805,2028,1650,1.0
2806,2029,881,0.5
2807,2030,1651,0.5
2808,2031,704,0.3333333333333333
2809,2032,1234,0.5
2810,2033,1653,1.0
2811,2034,1656,1.0
2812,2035,717,0.5
2813,2036,340,0.047619047619047616
2814,2037,535,0.09090909090909091
2815,2038,598,0.5
2816,2039,1246,0.5
2817,2040,1258,0.5
2818,2041,1659,0.5
2819,2042,1550,0.5
2820,2043,921,0.3333333333333333
2821,2044,362,0.25
2822,2045,798,0.3333333333333333
2823,2046,1662,1.0
2824,2047,1663,1.0
2825,2048,115,0.2
2826,2048,254,0.5
2827,2048,1446,0.3333333333333333
2828,2049,1664,0.5
2829,2050,1665,0.3333333333333333
2830,2051,1612,0.5
2831,2052,1216,0.5
2832,2053,41,0.008
2833,2053,1667,1.0
2834,2054,1668,1.0
2835,2055,68,0.3333333333333333
2836,2056,1471,0.3333333333333333
2837,2057,427,0.5
2838,2058,1670,1.0
2839,2059,889,0.5
2840,2060,594,0.07692307692307693
2841,2061,501,0.2
2842,2062,588,0.25
2843,2063,1671,1.0
2844,2064,27,0.07142857142857142
2845,2065,174,0.2
2846,2066,1194,0.5
2847,2067,41,0.008
2848,2068,1672,1.0
2849,2069,25,0.14285714285714285
2850,2070,554,0.3333333333333333
2851,2071,1605,0.5
2852,2072,808,0.5
2853,2073,1676,1.0
2854,2074,1665,0.3333333333333333
2855,2075,1678,1.0
2856,2076,965,0.5
2857,2077,25,0.14285714285714285
2858,2077,1616,0.5
2859,2078,41,0.008
2860,2079,1679,1.0
2861,2080,1298,0.3333333333333333
2862,2081,66,0.5
2863,2082,480,0.5
2864,2083,1683,1.0
2865,2084,1684,1.0
2866,2085,330,0.3333333333333333
2867,2086,181,0.3333333333333333
2868,2087,1208,0.5
2869,2088,595,0.3333333333333333
2870,2089,1685,1.0
2871,2090,1686,1.0
2872,2091,178,0.5
2873,2092,1687,1.0
2874,2093,407,0.25
2875,2094,1689,1.0
2876,2095,1690,1.0
2877,2096,212,0.07692307692307693
2878,2097,1692,1.0
2879,2098,1129,0.3333333333333333
2880,2099,1693,1.0
2881,2100,16,0.043478260869565216
2882,2101,27,0.07142857142857142
2883,2102,1031,0.5
2884,2103,1120,0.25
2885,2104,617,0.3333333333333333
2886,2105,9,0.125
2887,2106,1695,1.0
2888,2107,92,0.25
2889,2108,1696,1.0
2890,2109,398,0.3333333333333333
2891,2110,1474,0.5
2892,2111,1697,1.0
2893,2112,1699,1.0
2894,2113,41,0.008
2895,2114,617,0.3333333333333333
2896,2115,1704,1.0
2897,2116,1705,0.5
2898,2117,725,0.2
2899,2118,1708,1.0
2900,2119,1709,1.0
2901,2120,1711,1.0
2902,2121,1705,0.5
2903,2122,1326,0.5
2904,2123,151,0.3333333333333333
2905,2123,1065,0.3333333333333333
2906,2124,411,0.5
2907,2125,535,0.09090909090909091
2908,2126,886,0.25
2909,2127,1510,0.5
2910,2128,1714,1.0
2911,2129,1222,0.3333333333333333
2912,2130,1078,0.5
2913,2131,914,0.2
2914,2132,1717,0.5
2915,2133,1718,1.0
2916,2134,1720,1.0
2917,2135,460,0.5
2918,2136,1721,1.0
2919,2137,1722,1.0
2920,2138,587,0.5
2921,2139,1723,1.0
2922,2140,1725,1.0
2923,2141,1726,1.0
2924,2142,809,0.25
2925,2143,1351,0.5
2926,2144,1733,1.0
2927,2145,1734,1.0
2928,2146,863,0.3333333333333333
2929,2147,594,0.07692307692307693
2930,2148,1738,1.0
2931,2149,195,0.2
2932,2150,821,0.25
2933,2151,80,0.2
2934,2152,120,0.5
2935,2153,1739,1.0
2936,2154,594,0.07692307692307693
2937,2155,1270,0.5
2938,2156,1740,1.0
2939,2157,1595,0.5
2940,2158,914,0.2
2941,2159,1741,1.0
2942,2160,902,0.25
2943,2161,1744,1.0
2944,2162,1745,1.0
2945,2163,72,0.5
2946,2164,1747,1.0
2947,2165,1564,0.5
2948,2166,1749,1.0
2949,2166,1762,1.0
2950,2167,1750,1.0
2951,2168,1659,0.5
2952,2169,828,0.25
2953,2170,1717,0.5
2954,2171,1753,1.0
2955,2172,838,0.5
2956,2173,1754,1.0
2957,2174,18,0.5
2958,2175,1756,1.0
2959,2176,526,0.3333333333333333
2960,2177,819,0.5
2961,2178,805,0.5
2962,2179,1757,1.0
2963,2180,921,0.3333333333333333
2964,2181,1759,1.0
2965,2182,1664,0.5
2966,2182,1782,1.0
2967,2183,1275,0.3333333333333333
2968,2184,1529,0.5
2969,2185,56,0.3333333333333333
2970,2186,1760,1.0
2971,2187,1260,0.25
2972,2188,991,0.25
2973,2189,1764,1.0
2974,2190,1766,1.0
2975,2191,1768,1.0
2976,2192,41,0.008
2977,2193,1770,1.0
2978,2194,1665,0.3333333333333333
2979,2195,1771,1.0
2980,2196,1187,0.5
2981,2197,41,0.008
2982,2198,1050,0.5
2983,2199,1773,1.0
2984,2200,350,0.5
2985,2201,1774,1.0
2986,2202,548,0.5
2987,2203,594,0.07692307692307693
2988,2204,708,0.25
2989,2205,348,0.5
2990,2206,1775,1.0
2991,2207,970,0.3333333333333333
2992,2208,1777,1.0
2993,2209,1778,1.0
2994,2210,1779,1.0
2995,2211,1781,1.0
2996,2212,1496,0.3333333333333333
2997,2213,41,0.008
2998,2214,1783,1.0
