,housing_median_age_tVar,median_house_value_tVar,values
2339,36,650,0.5
2340,36,673,0.3333333333333333
2341,36,749,0.5
2342,36,804,0.3333333333333333
2343,36,810,1.0
2344,36,812,0.5
2345,36,828,0.25
2346,36,846,1.0
2347,36,884,0.3333333333333333
2348,36,886,0.25
2349,36,913,1.0
2350,36,951,1.0
2351,36,1039,0.5
2352,36,1097,1.0
2353,36,1100,1.0
2354,36,1104,0.3333333333333333
2355,36,1144,0.5
2356,36,1171,1.0
2357,36,1223,0.3333333333333333
2358,36,1246,0.5
2359,36,1258,0.5
2360,36,1285,1.0
2361,36,1377,1.0
2362,36,1403,1.0
2363,36,1470,1.0
2364,36,1487,1.0
2365,36,1500,1.0
2366,36,1552,1.0
2367,36,1601,1.0
2368,36,1734,1.0
2369,37,16,0.08695652173913043
2370,37,41,0.024
2371,37,74,1.0
2372,37,93,0.125
2373,37,113,1.0
2374,37,139,0.08333333333333333
2375,37,140,0.5
2376,37,143,0.2
2377,37,144,0.3333333333333333
2378,37,171,0.5
2379,37,180,0.3333333333333333
2380,37,199,0.16666666666666666
2381,37,275,1.0
2382,37,304,0.125
2383,37,322,0.3333333333333333
2384,37,325,0.25
2385,37,329,1.0
2386,37,340,0.047619047619047616
2387,37,346,0.3333333333333333
2388,37,362,0.25
2389,37,420,1.0
2390,37,442,1.0
2391,37,447,0.3333333333333333
2392,37,497,0.2
2393,37,515,0.3333333333333333
2394,37,518,1.0
2395,37,529,0.5
2396,37,546,0.5
2397,37,577,0.5
2398,37,601,1.0
2399,37,628,0.5
2400,37,652,1.0
2401,37,653,1.0
2402,37,658,1.0
2403,37,691,1.0
2404,37,711,0.5
2405,37,725,0.2
2406,37,732,0.5
2407,37,749,0.5
2408,37,778,0.3333333333333333
2409,37,804,0.3333333333333333
2410,37,832,0.5
2411,37,835,0.42857142857142855
2412,37,871,1.0
2413,37,885,0.3333333333333333
2414,37,906,1.0
2415,37,915,0.18181818181818182
2416,37,931,1.0
2417,37,966,0.5
2418,37,974,0.3333333333333333
2419,37,1062,0.16666666666666666
2420,37,1129,0.3333333333333333
2421,37,1147,1.0
2422,37,1163,1.0
2423,37,1194,0.5
2424,37,1283,1.0
2425,37,1297,1.0
2426,37,1300,1.0
2427,37,1311,1.0
2428,37,1353,0.5
2429,37,1383,1.0
2430,37,1398,1.0
2431,37,1565,1.0
2432,37,1628,1.0
2433,37,1659,0.5
2434,37,1684,1.0
2435,37,1692,1.0
2436,37,1701,1.0
2437,37,1714,1.0
2438,38,16,0.043478260869565216
2439,38,41,0.008
2440,38,90,0.14285714285714285
2441,38,203,0.5
2442,38,253,0.5
2443,38,283,0.3333333333333333
2444,38,284,0.3333333333333333
2445,38,293,1.0
2446,38,325,0.25
2447,38,340,0.047619047619047616
2448,38,367,1.0
2449,38,376,0.5
2450,38,399,1.0
2451,38,419,0.5
2452,38,439,0.5
2453,38,440,0.3333333333333333
2454,38,463,0.5
2455,38,476,0.25
2456,38,487,0.3333333333333333
2457,38,491,1.0
2458,38,551,0.4
2459,38,594,0.07692307692307693
2460,38,787,1.0
2461,38,796,0.3333333333333333
2462,38,979,0.5
2463,38,981,0.5
2464,38,1013,1.0
2465,38,1069,1.0
2466,38,1185,0.3333333333333333
2467,38,1209,0.5
2468,38,1252,1.0
2469,38,1294,0.5
2470,38,1340,0.5
2471,38,1350,0.2
2472,38,1445,1.0
2473,38,1489,1.0
2474,38,1515,1.0
2475,38,1579,0.5
2476,38,1726,1.0
2477,38,1752,1.0
2478,39,41,0.024
2479,39,88,0.5
2480,39,96,0.2
2481,39,120,0.5
2482,39,137,0.2
2483,39,139,0.08333333333333333
2484,39,196,1.0
2485,39,199,0.16666666666666666
2486,39,459,1.0
2487,39,529,0.5
2488,39,784,1.0
2489,39,823,1.0
2490,39,1263,0.3333333333333333
2491,39,1727,1.0
2492,40,35,0.3333333333333333
2493,40,41,0.024
2494,40,44,0.25
2495,40,85,0.25
2496,40,90,0.14285714285714285
2497,40,92,0.25
2498,40,110,1.0
2499,40,159,0.5
2500,40,193,0.058823529411764705
2501,40,206,1.0
2502,40,212,0.15384615384615385
2503,40,250,0.3333333333333333
2504,40,288,1.0
2505,40,301,0.5
2506,40,308,1.0
2507,40,340,0.047619047619047616
2508,40,348,0.5
2509,40,373,1.0
2510,40,401,1.0
2511,40,421,1.0
2512,40,465,0.5
2513,40,477,0.3333333333333333
2514,40,497,0.2
2515,40,499,0.5
2516,40,509,0.3333333333333333
2517,40,513,0.25
2518,40,554,0.3333333333333333
2519,40,591,0.3333333333333333
2520,40,600,1.0
2521,40,641,0.5
2522,40,642,0.5
2523,40,705,1.0
2524,40,708,0.25
2525,40,773,0.5
2526,40,785,1.0
2527,40,828,0.25
2528,40,829,1.0
2529,40,858,1.0
2530,40,863,0.3333333333333333
2531,40,875,1.0
2532,40,877,1.0
2533,40,911,1.0
2534,40,955,1.0
2535,40,965,0.5
2536,40,1033,1.0
2537,40,1079,1.0
2538,40,1088,1.0
2539,40,1317,1.0
2540,40,1321,1.0
2541,40,1374,1.0
2542,40,1379,1.0
2543,40,1400,1.0
2544,40,1402,1.0
2545,40,1405,1.0
2546,40,1471,0.3333333333333333
2547,40,1486,1.0
2548,40,1555,1.0
2549,40,1683,1.0
2550,40,1685,1.0
2551,40,1753,1.0
2552,41,27,0.07142857142857142
2553,41,41,0.024
2554,41,94,1.0
2555,41,183,1.0
2556,41,193,0.058823529411764705
2557,41,249,0.125
2558,41,291,1.0
2559,41,482,0.5
2560,41,538,0.5
2561,41,608,0.3333333333333333
2562,41,614,0.5
2563,41,644,0.5
2564,41,828,0.25
2565,41,915,0.09090909090909091
2566,41,1239,1.0
2567,41,1382,1.0
2568,41,1410,1.0
2569,41,1479,1.0
2570,41,1612,0.5
2571,42,25,0.14285714285714285
2572,42,41,0.048
2573,42,48,0.16666666666666666
2574,42,56,0.3333333333333333
2575,42,66,0.5
2576,42,117,1.0
2577,42,118,0.5
2578,42,133,0.5
2579,42,167,0.3333333333333333
2580,42,169,0.3333333333333333
2581,42,176,1.0
2582,42,177,0.5
2583,42,179,0.25
2584,42,187,0.3333333333333333
2585,42,189,1.0
2586,42,212,0.07692307692307693
2587,42,225,0.5
2588,42,284,0.3333333333333333
2589,42,297,0.5
2590,42,304,0.125
2591,42,341,0.5
2592,42,417,1.0
2593,42,426,0.5
2594,42,466,0.5
2595,42,566,1.0
2596,42,570,0.16666666666666666
2597,42,579,1.0
2598,42,598,0.5
2599,42,627,0.5
2600,42,636,0.5
2601,42,651,0.5
2602,42,654,0.3333333333333333
2603,42,685,1.0
2604,42,711,0.5
2605,42,725,0.2
2606,42,745,1.0
2607,42,753,1.0
2608,42,770,0.5
2609,42,786,0.5
2610,42,802,1.0
2611,42,841,1.0
2612,42,844,1.0
2613,42,856,0.5
2614,42,872,1.0
2615,42,885,0.3333333333333333
2616,42,886,0.25
2617,42,896,0.5
2618,42,920,0.3333333333333333
2619,42,925,0.3333333333333333
2620,42,953,1.0
2621,42,986,0.5
2622,42,989,1.0
2623,42,1028,1.0
2624,42,1044,1.0
2625,42,1059,1.0
2626,42,1128,1.0
2627,42,1160,1.0
2628,42,1200,1.0
2629,42,1201,0.3333333333333333
2630,42,1203,1.0
2631,42,1227,1.0
2632,42,1238,1.0
2633,42,1299,1.0
2634,42,1312,1.0
2635,42,1323,1.0
2636,42,1329,1.0
2637,42,1337,1.0
2638,42,1416,0.5
2639,42,1421,1.0
2640,42,1425,1.0
2641,42,1458,1.0
2642,42,1483,1.0
2643,42,1526,1.0
2644,42,1595,0.5
2645,42,1602,1.0
2646,42,1610,0.5
2647,42,1614,1.0
2648,42,1739,1.0
2649,42,1742,1.0
2650,42,1751,1.0
2651,42,1779,1.0
2652,43,15,0.2
2653,43,41,0.008
2654,43,58,0.5
2655,43,126,0.3333333333333333
2656,43,131,1.0
2657,43,153,0.3333333333333333
2658,43,162,0.5
2659,43,184,1.0
2660,43,187,0.3333333333333333
2661,43,193,0.058823529411764705
2662,43,208,1.0
2663,43,240,0.5
2664,43,282,0.5
2665,43,290,0.3333333333333333
2666,43,317,0.3333333333333333
2667,43,364,0.5
2668,43,474,1.0
2669,43,481,1.0
2670,43,539,1.0
2671,43,557,1.0
2672,43,594,0.07692307692307693
2673,43,714,0.5
2674,43,734,1.0
2675,43,809,0.5
2676,43,839,0.5
2677,43,888,1.0
2678,43,912,1.0
2679,43,970,0.3333333333333333
2680,43,1037,0.5
2681,43,1072,1.0
2682,43,1098,1.0
2683,43,1114,1.0
2684,43,1120,0.25
2685,43,1142,1.0
2686,43,1159,1.0
2687,43,1161,0.5
2688,43,1178,1.0
2689,43,1189,1.0
2690,43,1281,1.0
2691,43,1327,1.0
2692,43,1343,1.0
2693,43,1411,1.0
2694,43,1482,1.0
2695,43,1503,1.0
2696,43,1516,0.5
2697,43,1520,1.0
2698,43,1589,1.0
2699,43,1593,1.0
2700,43,1637,1.0
2701,43,1658,1.0
2702,43,1764,1.0
2703,44,25,0.14285714285714285
2704,44,41,0.032
2705,44,92,0.25
2706,44,135,1.0
2707,44,150,0.2
2708,44,193,0.058823529411764705
2709,44,195,0.2
2710,44,211,0.5
2711,44,212,0.07692307692307693
2712,44,232,0.25
2713,44,250,0.3333333333333333
2714,44,251,0.5
2715,44,256,0.5
2716,44,262,0.3333333333333333
2717,44,265,0.5
2718,44,280,0.5
2719,44,314,0.3333333333333333
2720,44,339,0.5
2721,44,340,0.047619047619047616
2722,44,398,0.3333333333333333
2723,44,414,1.0
2724,44,454,1.0
2725,44,462,0.3333333333333333
2726,44,465,0.5
2727,44,480,0.5
2728,44,511,0.2
2729,44,573,1.0
2730,44,577,0.5
2731,44,640,0.25
2732,44,660,0.5
2733,44,662,1.0
2734,44,713,0.5
2735,44,725,0.2
2736,44,739,0.5
2737,44,806,1.0
2738,44,815,1.0
2739,44,839,0.5
2740,44,859,1.0
2741,44,878,0.5
2742,44,998,0.2
2743,44,1073,0.5
2744,44,1095,1.0
2745,44,1138,0.5
2746,44,1226,1.0
2747,44,1277,1.0
2748,44,1401,1.0
2749,44,1459,1.0
2750,44,1467,0.5
2751,44,1529,0.5
2752,44,1561,1.0
2753,44,1586,1.0
2754,44,1625,1.0
2755,44,1631,1.0
2756,45,16,0.043478260869565216
2757,45,27,0.07142857142857142
2758,45,41,0.008
2759,45,45,0.25
2760,45,51,0.2
2761,45,121,0.2
2762,45,137,0.2
2763,45,408,1.0
2764,45,495,1.0
2765,45,513,0.25
2766,45,588,0.25
2767,45,826,0.3333333333333333
2768,45,909,0.5
2769,45,918,1.0
2770,45,919,1.0
2771,45,974,0.3333333333333333
2772,45,1019,1.0
2773,45,1050,0.5
2774,45,1234,0.5
2775,45,1294,0.5
2776,45,1330,1.0
2777,45,1394,1.0
2778,45,1480,1.0
2779,45,1501,0.5
2780,45,1731,1.0
2781,46,40,0.09090909090909091
2782,46,163,1.0
2783,46,423,0.16666666666666666
2784,46,432,0.3333333333333333
2785,46,507,0.5
2786,46,554,0.3333333333333333
2787,46,595,0.3333333333333333
2788,46,1146,1.0
2789,46,1351,0.5
2790,46,1508,1.0
2791,46,1544,1.0
2792,46,1759,1.0
2793,47,15,0.2
2794,47,41,0.008
2795,47,57,0.3333333333333333
2796,47,181,0.3333333333333333
2797,47,220,0.3333333333333333
2798,47,252,0.3333333333333333
2799,47,340,0.047619047619047616
2800,47,431,0.3333333333333333
2801,47,446,0.25
2802,47,550,1.0
2803,47,584,1.0
2804,47,606,1.0
2805,47,615,1.0
2806,47,735,0.5
2807,47,860,0.5
2808,47,869,1.0
2809,47,1192,0.5
2810,47,1361,1.0
2811,47,1546,1.0
2812,47,1590,1.0
2813,48,41,0.008
2814,48,48,0.16666666666666666
2815,48,80,0.2
2816,48,197,0.2
2817,48,236,1.0
2818,48,303,0.5
2819,48,304,0.125
2820,48,340,0.047619047619047616
2821,48,398,0.3333333333333333
2822,48,469,0.5
2823,48,490,0.3333333333333333
2824,48,694,1.0
2825,48,738,1.0
2826,48,780,1.0
2827,48,799,0.3333333333333333
2828,48,893,1.0
2829,48,932,0.5
2830,48,960,1.0
2831,48,1116,1.0
2832,48,1232,1.0
2833,48,1430,1.0
2834,48,1474,0.5
2835,48,1525,1.0
2836,48,1528,1.0
2837,48,1531,1.0
2838,48,1695,1.0
2839,48,1705,0.5
2840,49,27,0.07142857142857142
2841,49,68,0.3333333333333333
2842,49,407,0.25
2843,49,942,1.0
2844,49,981,0.5
2845,49,1414,1.0
2846,50,276,0.2
2847,50,340,0.047619047619047616
2848,50,412,0.3333333333333333
2849,50,476,0.25
2850,50,837,0.3333333333333333
2851,50,1062,0.16666666666666666
2852,50,1274,1.0
2853,50,1314,1.0
2854,50,1559,1.0
2855,50,1640,1.0
2856,50,1716,0.5
2857,51,84,0.5
2858,51,197,0.2
