,households_tVar,median_house_value_tVar,values
2355,648,1681,1.0
2356,649,850,1.0
2357,650,340,0.047619047619047616
2358,650,1421,1.0
2359,651,809,0.25
2360,651,1296,1.0
2361,652,27,0.07142857142857142
2362,652,146,0.3333333333333333
2363,652,477,0.3333333333333333
2364,652,1132,1.0
2365,652,1436,0.5
2366,653,855,1.0
2367,653,929,1.0
2368,654,47,0.3333333333333333
2369,654,761,0.5
2370,654,1752,1.0
2371,655,462,0.3333333333333333
2372,656,858,1.0
2373,656,1446,0.3333333333333333
2374,657,56,0.3333333333333333
2375,657,861,1.0
2376,658,199,0.16666666666666666
2377,658,862,1.0
2378,658,920,0.3333333333333333
2379,658,1047,0.5
2380,658,1194,0.5
2381,658,1264,1.0
2382,658,1699,1.0
2383,659,583,0.3333333333333333
2384,660,271,0.25
2385,660,809,0.25
2386,660,1526,1.0
2387,661,872,1.0
2388,662,551,0.2
2389,662,874,1.0
2390,662,1193,1.0
2391,662,1505,1.0
2392,663,879,0.5
2393,664,880,0.5
2394,665,882,1.0
2395,665,914,0.2
2396,665,1279,1.0
2397,665,1522,0.5
2398,665,1655,1.0
2399,666,126,0.3333333333333333
2400,666,432,0.3333333333333333
2401,666,883,1.0
2402,667,40,0.09090909090909091
2403,667,885,0.3333333333333333
2404,667,1006,0.5
2405,668,887,1.0
2406,668,1316,0.3333333333333333
2407,668,1582,1.0
2408,669,167,0.3333333333333333
2409,669,588,0.25
2410,669,1569,1.0
2411,670,175,0.3333333333333333
2412,670,889,0.5
2413,670,1717,0.5
2414,671,890,1.0
2415,672,893,1.0
2416,673,894,1.0
2417,674,305,0.5
2418,675,41,0.008
2419,675,79,0.3333333333333333
2420,676,676,0.5
2421,676,896,0.5
2422,676,954,1.0
2423,676,1658,1.0
2424,677,898,0.5
2425,678,41,0.016
2426,678,570,0.16666666666666666
2427,678,1621,1.0
2428,679,41,0.008
2429,679,57,0.3333333333333333
2430,679,551,0.2
2431,679,901,1.0
2432,679,1504,0.5
2433,680,316,0.25
2434,681,313,0.5
2435,682,781,0.5
2436,682,906,1.0
2437,682,1141,1.0
2438,682,1755,1.0
2439,683,249,0.125
2440,684,654,0.3333333333333333
2441,684,1177,1.0
2442,684,1244,1.0
2443,684,1695,1.0
2444,685,821,0.25
2445,685,935,0.25
2446,686,48,0.16666666666666666
2447,686,908,1.0
2448,686,935,0.25
2449,686,1496,0.3333333333333333
2450,687,41,0.008
2451,687,523,0.2
2452,687,909,0.5
2453,688,199,0.16666666666666666
2454,688,912,1.0
2455,689,65,0.5
2456,689,262,0.3333333333333333
2457,689,1341,1.0
2458,690,533,0.5
2459,691,915,0.09090909090909091
2460,691,976,1.0
2461,692,41,0.008
2462,692,916,1.0
2463,692,1467,0.5
2464,693,746,0.25
2465,693,918,1.0
2466,694,919,1.0
2467,695,304,0.125
2468,695,1548,1.0
2469,696,90,0.14285714285714285
2470,696,1049,0.5
2471,697,525,0.5
2472,698,314,0.3333333333333333
2473,698,513,0.25
2474,698,835,0.14285714285714285
2475,698,1107,0.5
2476,698,1309,1.0
2477,699,497,0.2
2478,700,431,0.3333333333333333
2479,701,51,0.2
2480,701,926,0.5
2481,701,1622,1.0
2482,702,931,1.0
2483,703,296,0.5
2484,703,1031,0.5
2485,703,1501,0.5
2486,703,1696,1.0
2487,704,933,1.0
2488,704,1617,1.0
2489,705,41,0.008
2490,705,1078,0.5
2491,705,1381,1.0
2492,706,945,1.0
2493,707,947,0.5
2494,707,985,0.3333333333333333
2495,707,1300,1.0
2496,708,147,0.3333333333333333
2497,709,950,1.0
2498,709,974,0.3333333333333333
2499,710,628,0.5
2500,710,952,1.0
2501,711,953,1.0
2502,712,515,0.3333333333333333
2503,712,621,0.25
2504,712,797,0.3333333333333333
2505,713,958,1.0
2506,714,967,0.5
2507,714,1021,1.0
2508,714,1671,1.0
2509,715,389,0.3333333333333333
2510,715,968,1.0
2511,716,40,0.09090909090909091
2512,716,654,0.3333333333333333
2513,716,1337,1.0
2514,717,316,0.25
2515,717,884,0.3333333333333333
2516,717,1142,1.0
2517,717,1689,1.0
2518,718,974,0.3333333333333333
2519,719,984,1.0
2520,719,1516,0.5
2521,720,985,0.3333333333333333
2522,721,41,0.008
2523,721,295,0.3333333333333333
2524,721,987,1.0
2525,721,1641,1.0
2526,722,41,0.008
2527,723,988,1.0
2528,724,990,1.0
2529,725,249,0.125
2530,725,991,0.25
2531,726,991,0.25
2532,727,992,0.5
2533,728,129,0.5
2534,728,197,0.2
2535,728,993,1.0
2536,728,1162,0.5
2537,729,995,1.0
2538,730,996,1.0
2539,731,997,1.0
2540,731,1080,1.0
2541,731,1644,0.5
2542,732,1003,0.3333333333333333
2543,733,304,0.125
2544,733,1005,0.5
2545,733,1079,1.0
2546,733,1240,1.0
2547,734,767,0.5
2548,734,812,0.5
2549,734,1007,1.0
2550,734,1229,1.0
2551,734,1483,1.0
2552,734,1557,0.5
2553,735,177,0.5
2554,735,330,0.3333333333333333
2555,735,535,0.09090909090909091
2556,736,1010,1.0
2557,736,1631,1.0
2558,736,1691,1.0
2559,737,1012,0.5
2560,738,340,0.047619047619047616
2561,738,1017,1.0
2562,739,1019,1.0
2563,740,1024,0.5
2564,741,85,0.25
2565,741,1597,1.0
2566,742,46,0.3333333333333333
2567,742,1027,1.0
2568,742,1471,0.3333333333333333
2569,743,1028,1.0
2570,744,396,0.5
2571,744,461,0.5
2572,744,1117,0.5
2573,744,1386,1.0
2574,745,1037,0.5
2575,746,205,0.25
2576,747,174,0.2
2577,748,1040,1.0
2578,748,1480,1.0
2579,749,45,0.25
2580,750,1041,1.0
2581,751,914,0.2
2582,752,1044,1.0
2583,753,173,0.5
2584,753,832,0.5
2585,754,17,0.5
2586,755,554,0.3333333333333333
2587,755,559,0.5
2588,755,1511,0.5
2589,756,290,0.3333333333333333
2590,757,340,0.047619047619047616
2591,758,1064,1.0
2592,758,1222,0.3333333333333333
2593,759,243,0.5
2594,759,1065,0.3333333333333333
2595,759,1211,0.3333333333333333
2596,760,665,0.5
2597,760,1067,0.5
2598,761,1068,1.0
2599,761,1072,1.0
2600,762,392,0.5
2601,762,528,0.25
2602,762,1070,0.5
2603,763,51,0.2
2604,763,424,0.3333333333333333
2605,763,746,0.25
2606,763,1073,0.5
2607,763,1395,1.0
2608,764,239,0.3333333333333333
2609,764,1081,1.0
2610,764,1217,1.0
2611,764,1336,1.0
2612,764,1398,1.0
2613,764,1464,1.0
2614,765,760,0.5
2615,765,1320,1.0
2616,766,1084,1.0
2617,767,773,0.5
2618,767,1098,1.0
2619,768,407,0.25
2620,769,750,0.5
2621,769,1022,0.5
2622,769,1104,0.3333333333333333
2623,769,1496,0.3333333333333333
2624,770,16,0.043478260869565216
2625,771,1105,0.5
2626,772,16,0.043478260869565216
2627,772,197,0.2
2628,773,174,0.2
2629,774,885,0.3333333333333333
2630,774,1117,0.5
2631,774,1592,1.0
2632,775,175,0.3333333333333333
2633,775,1118,1.0
2634,776,687,0.5
2635,777,1119,1.0
2636,777,1158,0.5
2637,778,199,0.16666666666666666
2638,779,1122,0.5
2639,779,1201,0.3333333333333333
2640,779,1572,1.0
2641,780,1123,1.0
2642,781,41,0.008
2643,782,1127,1.0
2644,783,10,0.5
2645,783,1128,1.0
2646,784,650,0.5
2647,784,1066,0.2
2648,785,1129,0.3333333333333333
2649,786,260,0.5
2650,787,440,0.3333333333333333
2651,787,582,0.25
2652,788,1133,1.0
2653,789,439,0.5
2654,789,1134,1.0
2655,789,1175,0.5
2656,789,1427,1.0
2657,790,16,0.043478260869565216
2658,790,1135,1.0
2659,791,1136,1.0
2660,792,835,0.14285714285714285
2661,793,1139,1.0
2662,793,1762,1.0
2663,794,1140,1.0
2664,795,1067,0.5
2665,796,1144,0.5
2666,797,1146,1.0
2667,798,1147,1.0
2668,799,1149,1.0
2669,800,76,0.5
2670,800,1151,1.0
2671,801,16,0.043478260869565216
2672,802,150,0.2
2673,802,1156,1.0
2674,803,41,0.008
2675,803,1157,1.0
2676,804,1159,1.0
2677,805,424,0.3333333333333333
2678,805,1164,1.0
2679,806,588,0.25
2680,806,1167,1.0
2681,807,1171,1.0
2682,808,82,0.5
2683,808,726,0.5
2684,808,886,0.25
2685,808,1172,1.0
2686,809,346,0.3333333333333333
2687,810,1075,0.5
2688,811,252,0.3333333333333333
2689,811,1178,1.0
2690,812,1185,0.3333333333333333
2691,813,400,0.3333333333333333
2692,813,465,0.5
2693,814,991,0.25
2694,814,1192,0.5
2695,815,479,0.5
2696,816,885,0.3333333333333333
2697,816,998,0.2
2698,817,224,0.3333333333333333
2699,817,326,0.5
2700,818,284,0.3333333333333333
2701,819,1200,1.0
2702,820,1205,1.0
2703,821,731,0.5
2704,822,41,0.008
2705,822,1216,0.5
2706,822,1331,1.0
2707,823,146,0.3333333333333333
2708,823,1278,1.0
2709,823,1408,1.0
2710,824,423,0.16666666666666666
2711,825,886,0.25
2712,825,1385,0.5
2713,826,40,0.09090909090909091
2714,827,1230,1.0
2715,827,1301,1.0
2716,828,66,0.5
2717,828,819,0.5
2718,828,1231,1.0
2719,829,92,0.25
2720,829,1232,1.0
2721,829,1254,1.0
2722,830,52,0.07692307692307693
2723,831,1235,1.0
2724,832,1238,1.0
2725,833,356,0.5
2726,834,1066,0.2
2727,834,1245,1.0
2728,834,1630,1.0
2729,835,1248,1.0
2730,836,41,0.008
2731,836,310,0.5
2732,836,1603,1.0
2733,837,1015,0.3333333333333333
2734,838,1255,1.0
2735,839,1258,0.5
2736,839,1639,1.0
2737,840,80,0.2
2738,840,866,0.3333333333333333
2739,841,991,0.25
2740,842,1266,1.0
2741,843,41,0.008
2742,843,963,0.5
2743,843,1269,0.5
2744,843,1441,0.5
2745,844,300,0.5
2746,845,1286,1.0
2747,846,1144,0.5
2748,847,41,0.008
2749,847,340,0.047619047619047616
2750,848,87,0.5
2751,849,1303,0.5
2752,850,1307,0.3333333333333333
2753,850,1326,0.5
2754,850,1547,1.0
2755,851,1308,1.0
2756,852,27,0.07142857142857142
2757,852,118,0.5
2758,852,139,0.08333333333333333
2759,852,551,0.2
2760,852,1062,0.16666666666666666
2761,853,48,0.16666666666666666
2762,853,1741,1.0
2763,854,1318,1.0
2764,855,866,0.3333333333333333
2765,856,915,0.09090909090909091
2766,857,27,0.07142857142857142
2767,857,739,0.5
2768,857,1209,0.5
2769,857,1350,0.2
2770,858,41,0.008
2771,858,43,0.5
2772,859,41,0.008
2773,859,1185,0.3333333333333333
2774,860,1257,0.5
2775,861,1343,1.0
2776,861,1563,1.0
2777,861,1574,1.0
2778,862,447,0.3333333333333333
2779,863,476,0.25
2780,864,535,0.09090909090909091
2781,865,1347,1.0
2782,866,1350,0.2
2783,866,1731,1.0
2784,867,1351,0.5
2785,868,1358,1.0
2786,869,41,0.008
2787,869,1307,0.3333333333333333
2788,870,1364,1.0
2789,871,41,0.008
2790,872,1369,1.0
2791,873,384,0.5
2792,874,276,0.2
2793,874,786,0.5
2794,874,1371,1.0
2795,875,41,0.008
2796,876,1372,1.0
2797,877,1195,0.5
2798,878,158,0.5
2799,878,1105,0.5
2800,879,1379,1.0
2801,880,1275,0.3333333333333333
2802,881,1192,0.5
2803,881,1383,1.0
2804,882,1384,1.0
2805,883,570,0.16666666666666666
2806,884,41,0.008
2807,885,594,0.07692307692307693
2808,885,651,0.5
2809,886,171,0.5
2810,887,1391,1.0
2811,888,1392,1.0
2812,889,222,0.25
2813,890,109,0.3333333333333333
2814,891,898,0.5
2815,892,193,0.058823529411764705
2816,892,203,0.5
2817,892,523,0.2
2818,892,1399,0.5
2819,893,139,0.08333333333333333
2820,893,322,0.3333333333333333
2821,894,1405,1.0
2822,894,1624,1.0
2823,895,1409,1.0
2824,895,1546,1.0
2825,895,1676,1.0
2826,896,1411,1.0
2827,897,1417,0.5
2828,897,1550,0.5
2829,898,1418,1.0
2830,898,1750,1.0
2831,899,1419,1.0
2832,900,915,0.09090909090909091
2833,901,749,0.5
2834,901,1708,1.0
2835,902,1034,0.3333333333333333
2836,903,535,0.09090909090909091
2837,904,466,0.5
2838,905,1438,1.0
2839,906,1440,1.0
2840,907,1444,1.0
2841,908,16,0.043478260869565216
2842,909,446,0.25
2843,910,591,0.3333333333333333
2844,911,1450,1.0
2845,912,1452,1.0
2846,913,1454,1.0
2847,914,16,0.043478260869565216
2848,914,1634,1.0
2849,915,7,0.3333333333333333
2850,916,90,0.14285714285714285
2851,916,193,0.058823529411764705
2852,917,1456,1.0
2853,918,1457,1.0
2854,919,1460,1.0
2855,920,979,0.5
2856,920,1463,1.0
2857,921,1399,0.5
2858,922,626,0.3333333333333333
2859,923,1484,1.0
2860,924,594,0.07692307692307693
2861,925,93,0.125
2862,926,112,0.5
2863,927,423,0.16666666666666666
2864,927,1066,0.2
2865,928,51,0.2
2866,928,1501,0.5
2867,928,1599,1.0
2868,928,1701,1.0
2869,929,27,0.07142857142857142
2870,929,193,0.058823529411764705
2871,930,1507,1.0
2872,931,41,0.008
2873,931,627,0.5
2874,932,137,0.2
2875,932,535,0.09090909090909091
2876,933,776,0.3333333333333333
2877,934,41,0.008
2878,935,798,0.3333333333333333
2879,935,1518,1.0
2880,935,1756,1.0
2881,936,582,0.25
2882,937,164,0.5
2883,937,1629,1.0
2884,937,1714,1.0
2885,938,1525,1.0
2886,939,796,0.3333333333333333
2887,940,134,0.1111111111111111
2888,940,588,0.25
2889,940,1638,1.0
2890,941,73,0.3333333333333333
2891,941,212,0.07692307692307693
2892,941,821,0.25
2893,941,1101,0.5
2894,941,1673,1.0
2895,942,200,0.5
2896,942,1077,0.3333333333333333
2897,942,1746,1.0
2898,943,1544,1.0
2899,944,68,0.3333333333333333
2900,945,1291,0.3333333333333333
2901,946,1555,1.0
2902,947,41,0.008
2903,948,1558,1.0
2904,949,981,0.5
2905,950,290,0.3333333333333333
2906,951,41,0.008
2907,952,350,0.5
2908,952,1096,0.5
2909,953,1397,0.5
2910,954,673,0.3333333333333333
2911,954,828,0.25
2912,955,35,0.3333333333333333
2913,956,1575,1.0
2914,957,594,0.07692307692307693
2915,958,531,0.5
2916,959,1583,1.0
2917,960,770,0.5
2918,961,1587,1.0
2919,962,1263,0.3333333333333333
2920,963,41,0.008
2921,964,1593,1.0
2922,965,412,0.3333333333333333
2923,965,835,0.14285714285714285
2924,965,1504,0.5
2925,966,1598,1.0
2926,967,205,0.25
2927,967,1625,1.0
2928,968,29,0.5
2929,969,1269,0.5
2930,970,1610,0.5
2931,971,237,0.5
2932,971,1613,1.0
2933,972,1615,1.0
2934,973,1579,0.5
2935,973,1777,1.0
2936,974,1294,0.5
2937,975,683,0.5
2938,976,1637,1.0
2939,977,1642,1.0
2940,978,41,0.008
2941,979,499,0.5
2942,980,1646,1.0
2943,981,41,0.008
2944,982,1650,1.0
2945,983,1659,0.5
2946,984,1664,0.5
2947,985,1665,0.3333333333333333
2948,986,1670,1.0
2949,987,594,0.07692307692307693
2950,988,1104,0.3333333333333333
2951,989,41,0.008
2952,989,1721,1.0
2953,990,25,0.14285714285714285
2954,991,1678,1.0
2955,992,1680,1.0
2956,993,1683,1.0
2957,994,1684,1.0
2958,995,595,0.3333333333333333
2959,996,1687,1.0
2960,997,1692,1.0
2961,998,1129,0.3333333333333333
2962,999,16,0.043478260869565216
2963,1000,398,0.3333333333333333
2964,1001,1700,1.0
2965,1002,1704,1.0
2966,1003,147,0.3333333333333333
2967,1003,1705,0.5
2968,1004,179,0.25
2969,1005,1078,0.5
2970,1006,914,0.2
2971,1007,460,0.5
2972,1008,1739,1.0
2973,1009,1270,0.5
2974,1010,902,0.25
2975,1011,72,0.5
2976,1012,1747,1.0
2977,1013,1754,1.0
2978,1014,805,0.5
2979,1015,1759,1.0
2980,1016,1664,0.5
2981,1017,1760,1.0
2982,1018,52,0.07692307692307693
2983,1019,1050,0.5
2984,1020,167,0.3333333333333333
2985,1021,348,0.5
2986,1022,970,0.3333333333333333
2987,1023,41,0.008
2988,1024,193,0.058823529411764705
2989,1025,1783,1.0
